28,1.0429
58,1.0342
32,0.67486
50,0.47829
41,0.90312
28,0.40393
40,0.62527
40,0.86001
40,0.47888
22,0.66107
25,0.48012
24,0.51498
30,0.54748
41,1.16
38,0.66937
25,0.87435
28,0.70635
60,1.0228
35,0.52917
22,0.14836
42,0.86738
57,0.85355
38,0.59615
23,0.71821
36,1.1954
25,0.64995
25,0.74774
41,0.73085
48,1.1652
35,1.205
25,0.33703
29,0.68172
24,0.35889
38,0.95695
44,0.49148
22,0.29084
49,1.0511
51,0.91604
37,0.72188
37,1.3876
60,0.81726
41,0.55577
58,1.0727
55,0.84813
65,1.0315
70,1.198
55,1.1531
51,1.1285
57,1.0533
63,1.1718
54,0.81668
64,0.79694
55,1.3972
56,1.2552
39,1.14
58,1.1882
40,0.56929
64,0.96093
33,0.78783
